Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,cases2021,cases2022,cases2023
Humboldt County,California,Low Incidence,6,23,4,5,5,7,11,4,6,6,4,14,8,2,4,5,8,6,2,1,3,0,0,4,6
Imperial County,California,Low Incidence,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Inyo County,California,Low Incidence,6,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kern County,California,Low Incidence,6,29,0,2,1,0,2,1,2,5,2,2,0,0,0,0,1,1,1,0,0,0,0,0,1
Kings County,California,Low Incidence,6,31,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,0,0
Lake County,California,Low Incidence,6,33,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0
Lassen County,California,Low Incidence,6,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles County,California,Low Incidence,6,37,9,6,7,2,8,11,9,8,7,11,6,0,20,6,4,2,3,4,3,2,7,7,15
Madera County,California,Low Incidence,6,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0
Marin County,California,Low Incidence,6,41,1,4,4,0,3,6,3,2,3,4,1,3,6,3,3,3,0,2,8,2,5,3,0
Mariposa County,California,Low Incidence,6,43,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
Mendocino County,California,Low Incidence,6,45,4,10,6,2,1,0,5,9,7,10,7,4,1,2,0,1,2,0,11,3,8,7,2
Merced County,California,Low Incidence,6,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Modoc County,California,Low Incidence,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mono County,California,Low Incidence,6,51,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Monterey County,California,Low Incidence,6,53,1,5,1,1,0,0,0,0,0,1,1,1,1,0,2,2,0,0,3,0,2,1,0
Napa County,California,Low Incidence,6,55,3,1,0,1,1,0,3,0,2,0,1,2,1,2,1,1,0,2,0,1,2,2,1
Nevada County,California,Low Incidence,6,57,6,3,4,1,3,2,2,2,1,5,6,2,0,0,0,2,0,1,3,0,0,1,1
Orange County,California,Low Incidence,6,59,0,3,2,0,1,2,1,1,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0
Placer County,California,Low Incidence,6,61,4,3,0,2,2,3,0,1,4,0,1,2,1,0,0,2,3,0,0,0,0,1,1
Plumas County,California,Low Incidence,6,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Riverside County,California,Low Incidence,6,65,2,1,2,1,4,0,0,1,5,1,5,1,2,3,2,4,4,5,3,4,4,0,4
Sacramento County,California,Low Incidence,6,67,4,2,4,2,6,3,2,0,0,1,1,0,0,0,0,1,1,3,2,0,0,2,4
San Benito County,California,Low Incidence,6,69,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
San Bernardino County,California,Low Incidence,6,71,0,0,1,0,0,0,0,1,2,0,2,0,1,0,1,1,0,1,5,1,4,0,0
San Diego County,California,Low Incidence,6,73,3,7,2,4,8,9,5,3,10,10,7,6,6,7,10,7,5,7,1,3,10,4,11
San Francisco County,California,Low Incidence,6,75,3,3,3,1,8,6,3,5,1,10,1,1,9,0,0,0,18,16,14,10,12,2,4
San Joaquin County,California,Low Incidence,6,77,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,1,2,0,0,0,2
San Luis Obispo County,California,Low Incidence,6,79,0,0,0,0,1,0,0,1,0,0,1,0,3,3,4,2,0,2,1,3,1,4,0
San Mateo County,California,Low Incidence,6,81,4,3,5,1,4,2,0,2,11,2,0,1,8,5,5,8,2,0,3,1,0,0,0
Santa Barbara County,California,Low Incidence,6,83,1,2,3,2,0,0,2,2,9,1,5,0,7,1,3,6,3,5,3,1,3,3,4
Santa Clara County,California,Low Incidence,6,85,2,6,4,0,2,9,2,0,2,4,10,4,12,5,10,16,23,7,6,4,8,4,12
Santa Cruz County,California,Low Incidence,6,87,10,1,7,3,0,6,5,2,5,7,8,6,7,6,7,4,19,9,14,2,12,5,12
Shasta County,California,Low Incidence,6,89,2,1,0,2,2,0,0,0,0,5,1,1,0,0,0,1,1,0,0,1,1,1,2
Sierra County,California,Low Incidence,6,91,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Siskiyou County,California,Low Incidence,6,93,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0
Solano County,California,Low Incidence,6,95,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,2,1,1,1,0,0
Sonoma County,California,Low Incidence,6,97,6,4,9,2,9,8,9,9,10,9,3,12,7,10,12,14,16,11,10,0,4,5,11
Stanislaus County,California,Low Incidence,6,99,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,3,6,1,1,1,0,0
Sutter County,California,Low Incidence,6,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehama County,California,Low Incidence,6,103,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
Trinity County,California,Low Incidence,6,105,1,1,1,3,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Tulare County,California,Low Incidence,6,107,2,0,0,0,0,0,1,0,4,2,0,1,1,0,1,1,2,0,8,0,0,0,2
Tuolumne County,California,Low Incidence,6,109,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0
Ventura County,California,Low Incidence,6,111,2,1,1,2,1,0,4,2,3,4,0,2,2,0,0,6,4,3,4,0,5,2,1
Yolo County,California,Low Incidence,6,113,0,2,0,1,0,1,1,0,0,0,0,1,1,1,1,1,3,1,3,0,1,1,0
Yuba County,California,Low Incidence,6,115,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,2,1,0
Adams County,Colorado,Low Incidence,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Alamosa County,Colorado,Low Incidence,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arapahoe County,Colorado,Low Incidence,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
Archuleta County,Colorado,Low Incidence,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baca County,Colorado,Low Incidence,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bent County,Colorado,Low Incidence,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulder County,Colorado,Low Incidence,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7
Broomfield County,Colorado,Low Incidence,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaffee County,Colorado,Low Incidence,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheyenne County,Colorado,Low Incidence,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Creek County,Colorado,Low Incidence,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Conejos County,Colorado,Low Incidence,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costilla County,Colorado,Low Incidence,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crowley County,Colorado,Low Incidence,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County,Colorado,Low Incidence,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta County,Colorado,Low Incidence,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver County,Colorado,Low Incidence,8,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Dolores County,Colorado,Low Incidence,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County,Colorado,Low Incidence,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Eagle County,Colorado,Low Incidence,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Elbert County,Colorado,Low Incidence,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Paso County,Colorado,Low Incidence,8,41,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,3
Fremont County,Colorado,Low Incidence,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Colorado,Low Incidence,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilpin County,Colorado,Low Incidence,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand County,Colorado,Low Incidence,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnison County,Colorado,Low Incidence,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinsdale County,Colorado,Low Incidence,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huerfano County,Colorado,Low Incidence,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Colorado,Low Incidence,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Colorado,Low Incidence,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,4
Kiowa County,Colorado,Low Incidence,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kit Carson County,Colorado,Low Incidence,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake County,Colorado,Low Incidence,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Plata County,Colorado,Low Incidence,8,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Larimer County,Colorado,Low Incidence,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Las Animas County,Colorado,Low Incidence,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lincoln County,Colorado,Low Incidence,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County,Colorado,Low Incidence,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa County,Colorado,Low Incidence,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mineral County,Colorado,Low Incidence,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moffat County,Colorado,Low Incidence,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montezuma County,Colorado,Low Incidence,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montrose County,Colorado,Low Incidence,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Morgan County,Colorado,Low Incidence,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otero County,Colorado,Low Incidence,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouray County,Colorado,Low Incidence,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Park County,Colorado,Low Incidence,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips County,Colorado,Low Incidence,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitkin County,Colorado,Low Incidence,8,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prowers County,Colorado,Low Incidence,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pueblo County,Colorado,Low Incidence,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Blanco County,Colorado,Low Incidence,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Grande County,Colorado,Low Incidence,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Routt County,Colorado,Low Incidence,8,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saguache County,Colorado,Low Incidence,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan County,Colorado,Low Incidence,8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel County,Colorado,Low Incidence,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sedgwick County,Colorado,Low Incidence,8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit County,Colorado,Low Incidence,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teller County,Colorado,Low Incidence,8,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Washington County,Colorado,Low Incidence,8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weld County,Colorado,Low Incidence,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yuma County,Colorado,Low Incidence,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield County,Connecticut,High Incidenc,9,1,1146,1313,335,330,426,355,434,530,698,331,305,225,443,437,427,310,418,289,194,116,86,503,0
Hartford County,Connecticut,High Incidenc,9,3,269,293,59,73,96,132,216,291,312,187,167,143,288,291,335,229,282,217,132,70,63,218,0
Litchfield County,Connecticut,High Incidenc,9,5,376,677,276,283,299,357,358,172,213,88,118,67,187,168,202,127,221,130,116,52,57,235,0
Middlesex County,Connecticut,High Incidenc,9,7,163,214,83,47,118,105,157,195,196,125,109,93,181,155,241,158,163,200,119,46,42,113,0
New Haven County,Connecticut,High Incidenc,9,9,479,538,71,102,175,152,377,393,460,240,249,213,388,459,474,351,375,333,211,94,96,334,0
New London County,Connecticut,High Incidenc,9,11,448,641,170,181,312,317,407,286,579,340,314,263,402,406,421,250,269,387,254,137,98,342,0
Tolland County,Connecticut,High Incidenc,9,13,219,332,121,98,138,191,227,273,297,161,217,129,255,233,211,155,133,138,107,26,49,136,0
Windham County,Connecticut,High Incidenc,9,15,375,488,236,187,189,147,178,121,275,148,128,122,184,162,197,148,122,149,93,70,49,138,0
Capitol,Connecticut,High Incidenc,9,110,,,,,,,,,,,,,,,,,,,,,,,507
Greater Bridgeport,Connecticut,High Incidenc,9,120,,,,,,,,,,,,,,,,,,,,,,,184
Lower Connecticut River Valley,Connecticut,High Incidenc,9,130,,,,,,,,,,,,,,,,,,,,,,,305
Naugatuck Valley,Connecticut,High Incidenc,9,140,,,,,,,,,,,,,,,,,,,,,,,337
Northeastern Connecticut,Connecticut,High Incidenc,9,150,,,,,,,,,,,,,,,,,,,,,,,215
Northwest Hills,Connecticut,High Incidenc,9,160,,,,,,,,,,,,,,,,,,,,,,,228
South Central Connecticut,Connecticut,High Incidenc,9,170,,,,,,,,,,,,,,,,,,,,,,,362
Southeastern Connecticut,Connecticut,High Incidenc,9,180,,,,,,,,,,,,,,,,,,,,,,,558
Western Connecticut,Connecticut,High Incidenc,9,190,,,,,,,,,,,,,,,,,,,,,,,534
Kent County,Delaware,High Incidenc,10,1,22,33,33,148,177,114,155,119,181,127,133,110,78,76,58,74,105,75,79,37,14,45,44
New Castle County,Delaware,High Incidenc,10,3,102,132,128,105,312,285,441,519,622,396,552,398,299,259,283,269,312,285,407,229,89,184,203
Sussex County,Delaware,High Incidenc,10,5,28,29,51,20,107,67,92,104,160,96,154,123,103,50,58,104,146,127,130,57,24,47,78
District of Columbia,District of Columbia,High Incidenc,11,1,17,25,14,16,10,62,116,74,61,42,0,0,35,40,121,103,84,79,100,120,71,73,108
Alachua County,Florida,Low Incidence,12,1,0,0,0,6,0,0,1,3,1,1,2,3,0,0,4,3,1,0,0,0,4,1,3
Baker County,Florida,Low Incidence,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Bay County,Florida,Low Incidence,12,5,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,2,2,0,0,1,0,2,1
Bradford County,Florida,Low Incidence,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brevard County,Florida,Low Incidence,12,9,1,1,1,2,0,0,0,3,1,3,4,2,7,4,3,8,4,9,3,3,9,9,12
Broward County,Florida,Low Incidence,12,11,0,0,0,0,1,1,1,1,4,3,3,2,1,1,9,17,12,5,7,1,14,4,15
Calhoun County,Florida,Low Incidence,12,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Charlotte County,Florida,Low Incidence,12,15,0,2,2,1,3,0,2,0,0,2,1,0,0,4,0,6,0,0,1,0,0,7,11
Citrus County,Florida,Low Incidence,12,17,1,5,2,0,1,0,0,0,4,2,3,3,1,0,2,0,2,2,2,4,1,4,2
Clay County,Florida,Low Incidence,12,19,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,4,0,0,0,2,2,2,1
Collier County,Florida,Low Incidence,12,21,1,1,1,0,1,0,0,0,0,1,1,5,6,2,7,9,5,6,1,0,6,3,14
Columbia County,Florida,Low Incidence,12,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
DeSoto County,Florida,Low Incidence,12,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dixie County,Florida,Low Incidence,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Duval County,Florida,Low Incidence,12,31,1,3,0,2,0,1,0,3,1,4,3,2,1,1,4,8,3,5,3,5,3,5,3
Escambia County,Florida,Low Incidence,12,33,0,3,0,0,1,0,0,3,1,1,0,0,6,2,2,1,0,1,5,4,0,0,2
Flagler County,Florida,Low Incidence,12,35,0,1,0,0,0,0,0,3,1,1,4,3,1,3,0,0,0,1,1,0,3,1,0
Franklin County,Florida,Low Incidence,12,37,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gadsden County,Florida,Low Incidence,12,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Gilchrist County,Florida,Low Incidence,12,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glades County,Florida,Low Incidence,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gulf County,Florida,Low Incidence,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hamilton County,Florida,Low Incidence,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardee County,Florida,Low Incidence,12,49,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Hendry County,Florida,Low Incidence,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hernando County,Florida,Low Incidence,12,53,0,0,0,0,0,0,2,2,1,1,0,0,0,0,2,1,2,0,3,0,2,1,1
Highlands County,Florida,Low Incidence,12,55,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0,1,2,3
Hillsborough County,Florida,Low Incidence,12,57,3,2,3,1,7,2,1,2,11,4,7,9,11,11,12,7,12,7,5,2,8,5,14
Holmes County,Florida,Low Incidence,12,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indian River County,Florida,Low Incidence,12,61,1,2,1,4,0,1,0,3,3,1,0,2,3,6,3,7,3,2,16,7,7,6,2
Jackson County,Florida,Low Incidence,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Florida,Low Incidence,12,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lafayette County,Florida,Low Incidence,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake County,Florida,Low Incidence,12,69,1,1,2,1,0,0,0,0,0,1,1,3,0,3,6,2,3,6,3,3,2,11,9
Lee County,Florida,Low Incidence,12,71,1,1,1,2,2,3,3,3,11,8,9,8,13,7,17,20,9,11,16,4,19,12,15
Leon County,Florida,Low Incidence,12,73,0,3,0,0,0,0,0,0,0,0,3,1,2,0,2,1,3,1,1,1,5,1,4
Levy County,Florida,Low Incidence,12,75,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
Liberty County,Florida,Low Incidence,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Florida,Low Incidence,12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manatee County,Florida,Low Incidence,12,81,0,3,0,0,3,0,2,3,4,0,4,2,6,1,5,7,12,4,2,0,2,7,14
Marion County,Florida,Low Incidence,12,83,0,1,1,0,2,0,1,5,2,5,7,4,3,3,8,11,11,7,5,11,7,5,10
Martin County,Florida,Low Incidence,12,85,0,0,0,2,2,2,4,2,4,4,2,1,1,6,5,6,9,3,4,8,3,6,6
Miami-Dade County,Florida,Low Incidence,12,86,6,3,6,5,1,0,0,7,8,6,5,13,8,16,10,7,21,8,6,3,6,16,13
Monroe County,Florida,Low Incidence,12,87,1,2,0,0,1,0,0,1,0,1,0,0,2,1,0,4,2,1,0,1,0,0,4
Nassau County,Florida,Low Incidence,12,89,0,3,3,0,1,0,0,0,1,0,1,0,1,1,1,2,1,3,1,0,0,1,2
Okaloosa County,Florida,Low Incidence,12,91,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,4,7,6,3,1,2,2,1
Okeechobee County,Florida,Low Incidence,12,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Orange County,Florida,Low Incidence,12,95,3,5,1,3,0,2,2,3,6,4,3,3,4,2,7,5,8,5,3,2,4,6,8
Osceola County,Florida,Low Incidence,12,97,0,1,0,0,1,3,0,0,0,1,0,1,3,0,2,3,6,6,4,4,2,2,1
Palm Beach County,Florida,Low Incidence,12,99,6,7,5,3,5,5,4,8,8,1,16,4,6,14,10,0,15,15,18,16,15,47,34
Pasco County,Florida,Low Incidence,12,101,0,8,0,2,0,0,0,0,5,4,4,3,2,6,6,7,4,5,4,4,15,6,5
Pinellas County,Florida,Low Incidence,12,103,5,10,6,4,4,3,4,8,6,4,9,6,7,5,4,16,17,12,19,11,7,11,21
Polk County,Florida,Low Incidence,12,105,0,1,1,0,0,0,0,4,4,1,3,3,1,6,8,11,6,4,1,0,8,4,1
Putnam County,Florida,Low Incidence,12,107,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1
St. Johns County,Florida,Low Incidence,12,109,1,1,0,0,0,0,1,5,2,1,3,4,4,6,5,4,2,9,4,4,3,4,6
St. Lucie County,Florida,Low Incidence,12,111,0,0,0,0,0,2,0,0,2,2,1,7,4,3,1,2,4,3,2,1,4,10,5
Santa Rosa County,Florida,Low Incidence,12,113,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,2,1,2,0,0,0,2,3
Sarasota County,Florida,Low Incidence,12,115,4,3,6,3,5,3,0,11,8,3,1,6,11,8,7,10,5,7,6,10,11,11,12
Seminole County,Florida,Low Incidence,12,117,0,0,0,0,0,4,0,0,3,1,0,3,4,5,2,2,4,3,4,3,4,3,3
Sumter County,Florida,Low Incidence,12,119,0,0,0,0,0,0,0,0,0,1,5,1,3,3,2,4,2,2,3,1,4,2,5
Suwannee County,Florida,Low Incidence,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Taylor County,Florida,Low Incidence,12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County,Florida,Low Incidence,12,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volusia County,Florida,Low Incidence,12,127,3,4,0,0,2,1,0,3,2,2,7,6,4,11,5,7,4,4,2,0,8,7,3
Wakulla County,Florida,Low Incidence,12,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Walton County,Florida,Low Incidence,12,131,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Washington County,Florida,Low Incidence,12,133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Appling County,Georgia,Low Incidence,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atkinson County,Georgia,Low Incidence,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacon County,Georgia,Low Incidence,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County,Georgia,Low Incidence,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baldwin County,Georgia,Low Incidence,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banks County,Georgia,Low Incidence,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrow County,Georgia,Low Incidence,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Bartow County,Georgia,Low Incidence,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Hill County,Georgia,Low Incidence,13,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
